site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
GGWR,Glasgow Great Western Road,Urban Traffic,55.872038,-4.270936,NO,Nitric oxide,2014-06-05,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GGWR,Glasgow Great Western Road,Urban Traffic,55.872038,-4.270936,NO2,Nitrogen dioxide,2014-06-05,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GGWR,Glasgow Great Western Road,Urban Traffic,55.872038,-4.270936,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2014-06-05,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GGWR,Glasgow Great Western Road,Urban Traffic,55.872038,-4.270936,wd,Modelled Wind Direction,2014-06-05,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GGWR,Glasgow Great Western Road,Urban Traffic,55.872038,-4.270936,ws,Modelled Wind Speed,2014-06-05,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GGWR,Glasgow Great Western Road,Urban Traffic,55.872038,-4.270936,temp,Modelled Temperature,2014-06-05,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,NO,Nitric oxide,2015-01-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,NO2,Nitrogen dioxide,2015-01-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2015-01-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,PM10,PM10 particulate matter (Hourly measured),2015-01-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,NV10,Non-volatile PM10 (Hourly measured),2015-01-27,2018-11-01,2018-11-01,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,V10,Volatile PM10 (Hourly measured),2015-01-27,2018-11-01,2018-11-01,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,PM2.5,PM2.5 particulate matter (Hourly measured),2015-01-27,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,NV2.5,Non-volatile PM2.5 (Hourly measured),2015-01-27,2018-11-01,2018-11-01,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,V2.5,Volatile PM2.5 (Hourly measured),2015-01-27,2018-11-01,2018-11-01,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,wd,Modelled Wind Direction,2015-01-27,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,ws,Modelled Wind Speed,2015-01-27,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GHSR,Glasgow High Street,Urban Traffic,55.860936,-4.238214,temp,Modelled Temperature,2015-01-27,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLAS,Glasgow Hope St,Urban Traffic,55.858317,-4.259062,NO,Nitric oxide,1979-01-01,1982-10-21,1982-10-21,Central Scotland,Glasgow Urban Area,Glasgow City
GLAS,Glasgow Hope St,Urban Traffic,55.858317,-4.259062,NO2,Nitrogen dioxide,1979-08-28,1982-10-21,1982-10-21,Central Scotland,Glasgow Urban Area,Glasgow City
GLAS,Glasgow Hope St,Urban Traffic,55.858317,-4.259062,NOXasNO2,Nitrogen oxides as nitrogen dioxide,1979-08-28,1982-10-21,1982-10-21,Central Scotland,Glasgow Urban Area,Glasgow City
GLAS,Glasgow Hope St,Urban Traffic,55.858317,-4.259062,SO2,Sulphur dioxide,1978-09-07,1981-11-25,1981-11-25,Central Scotland,Glasgow Urban Area,Glasgow City
GLAS,Glasgow Hope St,Urban Traffic,55.858317,-4.259062,CO,Carbon monoxide,1973-06-27,1982-10-28,1982-10-28,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,NO,Nitric oxide,1997-03-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,NO2,Nitrogen dioxide,1997-03-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,NOXasNO2,Nitrogen oxides as nitrogen dioxide,1997-03-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,CO,Carbon monoxide,1997-03-10,2007-09-30,2007-09-30,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,PM10,PM10 particulate matter (Hourly measured),1997-03-10,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,NV10,Non-volatile PM10 (Hourly measured),2009-05-28,2014-12-31,2014-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,V10,Volatile PM10 (Hourly measured),2009-05-28,2014-12-31,2014-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,PM2.5,PM2.5 particulate matter (Hourly measured),2009-05-28,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,NV2.5,Non-volatile PM2.5 (Hourly measured),2009-05-28,2014-12-31,2014-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,V2.5,Volatile PM2.5 (Hourly measured),2009-05-28,2014-12-31,2014-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,PM1,PM1 particulate matter (Hourly measured),2020-01-15,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,13BDIENE,"1,3-butadiene",2002-08-01,2010-12-31,2010-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,BENZENE,Benzene,2002-08-01,2010-12-31,2010-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,TOLUENE,toluene,2002-08-01,2010-12-31,2010-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,ETHBENZ,ethylbenzene,2002-08-01,2010-12-31,2010-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,mpXYLENE,m+p-xylene,2002-08-01,2010-12-31,2010-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,oXYLENE,o-xylene,2002-08-01,2010-12-31,2010-12-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLA4,Glasgow Kerbside,Urban Traffic,55.85894,-4.259122,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,NO,Nitric oxide,2018-02-12,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,NO2,Nitrogen dioxide,2018-02-12,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2018-02-12,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,PM10,PM10 particulate matter (Hourly measured),2007-03-23,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,NV10,Non-volatile PM10 (Hourly measured),2007-03-23,2018-02-12,2018-02-12,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,V10,Volatile PM10 (Hourly measured),2007-03-23,2018-02-12,2018-02-12,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,PM2.5,PM2.5 particulate matter (Hourly measured),2018-02-12,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,PM1,PM1 particulate matter (Hourly measured),2018-02-12,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GL2,Glasgow Nithsdale Road,Urban Traffic,55.836256,-4.270768,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,O3,Ozone,2013-10-07,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,NO,Nitric oxide,2013-10-07,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,NO2,Nitrogen dioxide,2013-10-07,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2013-10-07,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,PM10,PM10 particulate matter (Hourly measured),2013-10-07,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,NV10,Non-volatile PM10 (Hourly measured),2013-10-07,2018-10-02,2018-10-02,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,V10,Volatile PM10 (Hourly measured),2013-10-07,2018-10-02,2018-10-02,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,PM2.5,PM2.5 particulate matter (Hourly measured),2013-10-07,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,NV2.5,Non-volatile PM2.5 (Hourly measured),2013-10-07,2018-10-02,2018-10-02,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,V2.5,Volatile PM2.5 (Hourly measured),2013-10-07,2018-10-02,2018-10-02,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,wd,Modelled Wind Direction,2013-10-07,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,ws,Modelled Wind Speed,2013-10-07,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLKP,Glasgow Townhead,Urban Background,55.865782,-4.243631,temp,Modelled Temperature,2013-10-07,ongoing,Never,Central Scotland,Glasgow Urban Area,Glasgow City
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,O3,Ozone,2005-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,NO,Nitric oxide,2005-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,NO2,Nitrogen dioxide,2005-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2005-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,PM10,PM10 particulate matter (Hourly measured),2005-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,PM2.5,PM2.5 particulate matter (Hourly measured),2017-12-22,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,PM1,PM1 particulate matter (Hourly measured),2017-12-22,ongoing,2024-03-31,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,NA_character_,East Renfrewshire
GLA7,Glasgow Waulkmillglen Reservoir,Rural Background,55.79412,-4.354968,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,NA_character_,East Renfrewshire
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,NO,Nitric oxide,2001-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,NO2,Nitrogen dioxide,2001-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2001-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,SO2,Sulphur dioxide,2001-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,CO,Carbon monoxide,2003-01-17,2007-09-30,2007-09-30,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,PM10,PM10 particulate matter (Hourly measured),2001-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,NV10,Non-volatile PM10 (Hourly measured),2009-04-16,2018-06-06,2018-06-06,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,V10,Volatile PM10 (Hourly measured),2009-04-16,2018-06-06,2018-06-06,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,PM2.5,PM2.5 particulate matter (Hourly measured),2008-12-03,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-12-03,2018-06-06,2018-06-06,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,V2.5,Volatile PM2.5 (Hourly measured),2008-12-03,2018-06-06,2018-06-06,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,NA_character_,Falkirk
GRAN,Grangemouth,Urban Industrial,56.010319,-3.704399,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,NO,Nitric oxide,2009-06-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,NO2,Nitrogen dioxide,2009-06-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-06-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,SO2,Sulphur dioxide,2007-01-01,ongoing,2024-03-31,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,PM10,PM10 particulate matter (Hourly measured),2007-01-01,2011-10-04,2011-10-04,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,NA_character_,Falkirk
GRA2,Grangemouth Moray,Urban Industrial,56.013142,-3.710833,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,NA_character_,Falkirk
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,NO,Nitric oxide,2014-03-18,ongoing,2024-03-31,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,NO2,Nitrogen dioxide,2014-03-18,ongoing,2024-03-31,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2014-03-18,ongoing,2024-03-31,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,PM10,PM10 particulate matter (Hourly measured),2014-03-18,ongoing,2024-03-31,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,PM2.5,PM2.5 particulate matter (Hourly measured),2016-03-23,ongoing,2024-03-31,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,PM1,PM1 particulate matter (Hourly measured),2016-03-23,ongoing,2022-10-05,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,wd,Modelled Wind Direction,2014-03-18,ongoing,Never,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,ws,Modelled Wind Speed,2014-03-18,ongoing,Never,Central Scotland,NA_character_,Inverclyde
INC2,Inverclyde Greenock A8,Urban Traffic,55.944079,-4.734421,temp,Modelled Temperature,2014-03-18,ongoing,Never,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,NO,Nitric oxide,2010-04-09,2013-12-07,2013-12-07,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,NO2,Nitrogen dioxide,2010-04-09,2013-12-07,2013-12-07,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2010-04-09,2013-12-07,2013-12-07,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,PM10,PM10 particulate matter (Hourly measured),2010-04-09,2013-12-07,2013-12-07,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,wd,Modelled Wind Direction,2010-08-01,2013-12-07,Never,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,ws,Modelled Wind Speed,2010-08-01,2013-12-07,Never,Central Scotland,NA_character_,Inverclyde
INC1,Inverclyde Greenock Dunlop Street,Urban Traffic,55.94122,-4.784771,temp,Modelled Temperature,2010-08-01,2013-12-07,Never,Central Scotland,NA_character_,Inverclyde
INV2,Inverness,Urban Traffic,57.481308,-4.241451,NO,Nitric oxide,2001-07-17,ongoing,2024-03-31,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,NO2,Nitrogen dioxide,2001-07-17,ongoing,2024-03-31,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2001-07-17,ongoing,2024-03-31,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,CO,Carbon monoxide,2001-07-17,2007-09-30,2007-09-30,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,PM10,PM10 particulate matter (Hourly measured),2007-05-01,ongoing,2024-03-31,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,PM2.5,PM2.5 particulate matter (Hourly measured),2018-07-24,ongoing,2024-03-31,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,GR10,PM10 particulate matter (Daily measured),2001-07-11,2018-07-23,2018-07-23,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,GR2.5,PM2.5 particulate matter (Daily measured),2008-06-01,2018-07-23,2018-07-23,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Highland,NA_character_,Highland
INV2,Inverness,Urban Traffic,57.481308,-4.241451,temp,Modelled Temperature,2010-08-01,ongoing,Never,Highland,NA_character_,Highland
INV03,Inverness Academy Street,Urban Traffic,57.479593,-4.22565,NO,Nitric oxide,2016-06-24,ongoing,2024-03-31,Highland,NA_character_,Highland
INV03,Inverness Academy Street,Urban Traffic,57.479593,-4.22565,NO2,Nitrogen dioxide,2016-06-24,ongoing,2024-03-31,Highland,NA_character_,Highland
INV03,Inverness Academy Street,Urban Traffic,57.479593,-4.22565,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2016-06-24,ongoing,2024-03-31,Highland,NA_character_,Highland
INV03,Inverness Academy Street,Urban Traffic,57.479593,-4.22565,wd,Modelled Wind Direction,2016-06-24,ongoing,Never,Highland,NA_character_,Highland
INV03,Inverness Academy Street,Urban Traffic,57.479593,-4.22565,ws,Modelled Wind Speed,2016-06-24,ongoing,Never,Highland,NA_character_,Highland
INV03,Inverness Academy Street,Urban Traffic,57.479593,-4.22565,temp,Modelled Temperature,2016-06-24,ongoing,Never,Highland,NA_character_,Highland
INV04,Inverness Academy Street 1st Floor,Urban Traffic,57.479525,-4.225588,NO,Nitric oxide,2019-09-25,ongoing,2024-03-31,Highland,Glasgow Urban Area,Highland
INV04,Inverness Academy Street 1st Floor,Urban Traffic,57.479525,-4.225588,NO2,Nitrogen dioxide,2019-09-25,ongoing,2024-03-31,Highland,Glasgow Urban Area,Highland
INV04,Inverness Academy Street 1st Floor,Urban Traffic,57.479525,-4.225588,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2019-09-25,ongoing,2024-03-31,Highland,Glasgow Urban Area,Highland
INV04,Inverness Academy Street 1st Floor,Urban Traffic,57.479525,-4.225588,wd,Modelled Wind Direction,2019-09-25,ongoing,Never,Highland,Glasgow Urban Area,Highland
INV04,Inverness Academy Street 1st Floor,Urban Traffic,57.479525,-4.225588,ws,Modelled Wind Speed,2019-09-25,ongoing,Never,Highland,Glasgow Urban Area,Highland
INV04,Inverness Academy Street 1st Floor,Urban Traffic,57.479525,-4.225588,temp,Modelled Temperature,2019-09-25,ongoing,Never,Highland,Glasgow Urban Area,Highland
LERW,Lerwick,Rural Background,60.13922,-1.185319,O3,Ozone,2005-05-25,ongoing,2024-03-31,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,NO,Nitric oxide,2012-10-16,ongoing,2024-03-31,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,NO2,Nitrogen dioxide,2012-10-16,ongoing,2024-03-31,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2012-10-16,ongoing,2024-03-31,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,SO2,Sulphur dioxide,2012-10-16,ongoing,2024-03-31,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Highland,NA_character_,Shetland Islands
LERW,Lerwick,Rural Background,60.13922,-1.185319,temp,Modelled Temperature,2010-08-01,ongoing,Never,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,NO,Nitric oxide,2008-07-01,2011-12-31,2011-12-31,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,NO2,Nitrogen dioxide,2008-07-01,2011-12-31,2011-12-31,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2008-07-01,2011-12-31,2011-12-31,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,SO2,Sulphur dioxide,2008-07-01,2011-12-31,2011-12-31,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,wd,Modelled Wind Direction,2010-08-01,2011-12-31,Never,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,ws,Modelled Wind Speed,2010-08-01,2011-12-31,Never,Highland,NA_character_,Shetland Islands
LER3,Lerwick Staney Hill,Urban Background,60.163067,-1.162889,temp,Modelled Temperature,2010-08-01,2011-12-31,Never,Highland,NA_character_,Shetland Islands
