site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
MARN,E Ayrshire Kilmarnock St Marnock St,Urban Traffic,55.607469,-4.497986,PM2.5,PM2.5 particulate matter (Hourly measured),2016-08-19,ongoing,2024-03-31,Central Scotland,NA_character_,East Ayrshire
MARN,E Ayrshire Kilmarnock St Marnock St,Urban Traffic,55.607469,-4.497986,PM1,PM1 particulate matter (Hourly measured),2016-08-19,ongoing,2024-03-31,Central Scotland,NA_character_,East Ayrshire
MARN,E Ayrshire Kilmarnock St Marnock St,Urban Traffic,55.607469,-4.497986,wd,Modelled Wind Direction,2012-02-17,ongoing,Never,Central Scotland,NA_character_,East Ayrshire
MARN,E Ayrshire Kilmarnock St Marnock St,Urban Traffic,55.607469,-4.497986,ws,Modelled Wind Speed,2012-02-17,ongoing,Never,Central Scotland,NA_character_,East Ayrshire
MARN,E Ayrshire Kilmarnock St Marnock St,Urban Traffic,55.607469,-4.497986,temp,Modelled Temperature,2012-02-17,ongoing,Never,Central Scotland,NA_character_,East Ayrshire
KILM,East Ayrshire Kilmarnock,Urban Background,55.616583,-4.515449,NO,Nitric oxide,2008-01-01,2009-06-03,2009-06-02,Central Scotland,NA_character_,East Ayrshire
KILM,East Ayrshire Kilmarnock,Urban Background,55.616583,-4.515449,NO2,Nitrogen dioxide,2008-01-01,2009-06-03,2009-06-02,Central Scotland,NA_character_,East Ayrshire
KILM,East Ayrshire Kilmarnock,Urban Background,55.616583,-4.515449,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2008-01-01,2009-06-03,2009-06-02,Central Scotland,NA_character_,East Ayrshire
KILM,East Ayrshire Kilmarnock,Urban Background,55.616583,-4.515449,SO2,Sulphur dioxide,2008-01-01,2009-06-03,2009-06-02,Central Scotland,NA_character_,East Ayrshire
KILM,East Ayrshire Kilmarnock,Urban Background,55.616583,-4.515449,CO,Carbon monoxide,2008-01-01,2009-06-03,2009-06-02,Central Scotland,NA_character_,East Ayrshire
KILM,East Ayrshire Kilmarnock,Urban Background,55.616583,-4.515449,PM10,PM10 particulate matter (Hourly measured),2008-01-01,2009-06-03,2009-06-02,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,NO,Nitric oxide,2010-04-01,2015-06-08,2015-06-08,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,NO2,Nitrogen dioxide,2010-04-01,2015-06-08,2015-06-08,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2010-04-01,2015-06-08,2015-06-08,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,PM10,PM10 particulate matter (Hourly measured),2010-04-01,2015-06-08,2015-06-08,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,NV10,Non-volatile PM10 (Hourly measured),2012-01-22,2015-06-08,2015-06-08,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,V10,Volatile PM10 (Hourly measured),2012-01-22,2015-06-08,2015-06-08,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,wd,Modelled Wind Direction,2010-08-01,2015-06-08,Never,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,ws,Modelled Wind Speed,2010-08-01,2015-06-08,Never,Central Scotland,NA_character_,East Ayrshire
FINI,East Ayrshire Kilmarnock John Finnie St,Urban Traffic,55.61095,-4.499021,temp,Modelled Temperature,2010-08-01,2015-06-08,Never,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,NO,Nitric oxide,2009-01-17,2011-08-01,2011-06-30,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,NO2,Nitrogen dioxide,2009-01-17,2011-08-01,2011-06-30,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2009-01-17,2011-08-01,2011-06-30,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,PM10,PM10 particulate matter (Hourly measured),2009-01-17,2011-11-10,2011-06-30,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,wd,Modelled Wind Direction,2010-08-01,2011-11-10,Never,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,ws,Modelled Wind Speed,2010-08-01,2011-11-10,Never,Central Scotland,NA_character_,East Ayrshire
CUMN,East Ayrshire New Cumnock,Urban Background,55.39595,-4.18346,temp,Modelled Temperature,2010-08-01,2011-11-10,Never,Central Scotland,NA_character_,East Ayrshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,NO,Nitric oxide,2005-12-24,ongoing,2023-10-16,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,NO2,Nitrogen dioxide,2005-12-24,ongoing,2023-10-16,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2005-12-24,ongoing,2023-10-16,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,PM10,PM10 particulate matter (Hourly measured),2005-11-01,ongoing,2024-02-16,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,PM2.5,PM2.5 particulate matter (Hourly measured),2019-01-23,ongoing,2024-02-16,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,PM1,PM1 particulate matter (Hourly measured),2019-01-23,ongoing,2024-02-16,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB2,East Dunbartonshire Bearsden,Urban Traffic,55.919596,-4.333505,temp,Modelled Temperature,2010-08-01,ongoing,Never,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB1,East Dunbartonshire Bishopbriggs,Urban Traffic,55.904167,-4.225,NO,Nitric oxide,2003-12-04,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB1,East Dunbartonshire Bishopbriggs,Urban Traffic,55.904167,-4.225,NO2,Nitrogen dioxide,2003-12-04,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,East Dunbartonshire
EDB1,East Dunbartonshire Bishopbriggs,Urban Traffic,55.904167,-4.225,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2003-12-04,ongoing,2024-03-31,Central Scotland,Glasgow Urban Area,East Dunbartonshire
